plr_id,plr_name,bez,centroid_lat,centroid_lng,transit_count,university_count,school_count,nightlife_count,office_count,fastfood_count
04400726,Bismarckallee,04,52.491482590631094,13.279961103717762,15,1,8,1,18,0
12400618,Heiligensee Nord,12,52.61979822182649,13.246967549897462,17,0,4,0,5,0
11300618,Storkower Bogen,11,52.52659319163678,13.464037418549648,7,0,6,1,4,1
06100102,Schloßstraße,06,52.4598155516663,13.320557096751996,15,1,14,12,15,2
03701660,Bötzowstraße,03,52.53278486014161,13.431780792086329,13,2,40,15,23,3
01400941,Londoner Straße,01,52.56107600218005,13.338757204465729,0,0,1,1,5,0
08100313,Bouchéstraße,08,52.48750724437491,13.442503359000934,6,0,3,1,0,0
01100416,Arkonaplatz,01,52.53458748666105,13.402200968922681,13,0,34,28,20,5
01100313,Heine-Viertel Ost,01,52.50790018847774,13.420316983690752,13,3,10,7,20,1
12400721,Frohnau Ost,12,52.64189322691644,13.299623116032759,20,0,10,1,6,0
01200519,Emdener Straße,01,52.529641792207194,13.3318464069324,3,0,18,12,5,2
03400721,Florakiez,03,52.566006097227955,13.399849646895982,13,0,27,12,17,0
02200209,Viktoriapark,02,52.48866624621724,13.380125191016894,21,0,29,20,27,3
05400944,Kladower Damm,05,52.45428751489264,13.148286709141926,8,0,2,4,3,1
02500830,Niederbarnimstraße,02,52.513858016488285,13.458891376623962,8,0,8,17,3,2
07501031,Eisenacher Straße,07,52.44621778475493,13.393036669737738,22,0,4,4,3,5
08301037,Gropiusstadt Süd-Ost,08,52.422721484215444,13.477565084109637,5,0,6,2,5,0
12601031,Lübarser Straße,12,52.60303631417111,13.337101153177365,10,0,6,0,7,1
04400728,Hagenplatz,04,52.48321266658236,13.27361550235974,18,1,7,4,15,0
07200307,Bayerischer Platz,07,52.49005938880434,13.340684743883257,11,1,12,6,13,3
09501737,Alt-Friedrichshagen,09,52.4582932219151,13.634315751674398,47,0,20,11,19,0
10200524,Adele-Sandrock-Straße,10,52.53582337694041,13.621433909840684,28,1,7,0,5,1
03500932,Bühringstraße,03,52.55857705124111,13.444097145436215,10,1,6,0,8,0
07200413,Cheruskerstraße,07,52.47884366027762,13.362928675097375,9,1,20,8,30,4
02400520,Barnimkiez,02,52.52503186992729,13.433790890802232,15,0,5,4,5,0
02500836,Stralauer Halbinsel,02,52.493727064233724,13.4721547646716,13,0,8,2,5,0
12500928,Waidmannslust,12,52.60742187071482,13.315658736539069,15,1,16,6,6,1
05100210,Germersheimer Platz,05,52.54769259602848,13.185280693805646,16,0,4,3,2,0
08401246,Waltersdorfer Chaussee Ost,08,52.41316804364399,13.509708730333982,17,0,3,4,3,0
03300515,Blankenburger Süden,03,52.584789533021436,13.45434180985757,9,0,1,0,0,0
04500936,Droysenstraße,04,52.50186440423938,13.301694296367323,7,0,11,8,7,0
02300419,Wrangelkiez,02,52.49826812550117,13.445203795404302,6,2,25,40,24,7
08100208,Körnerpark,08,52.47181941520039,13.435169795185391,6,0,21,20,13,6
07100101,Wittenbergplatz,07,52.498679064382486,13.342958809153806,11,0,15,30,22,7
03500935,Behaimstraße,03,52.551058718253984,13.449817866252598,7,0,13,9,7,0
02200212,Graefekiez Süd,02,52.48923668746026,13.414044560673235,7,2,17,10,18,1
05200524,Döberitzer Weg,05,52.52515359350746,13.13315317545122,13,0,2,1,1,1
03400826,Tiroler Viertel,03,52.56083315470252,13.407927510923592,19,0,14,6,10,0
01300836,Humboldthain Nordwest,01,52.543279263949216,13.372069990624462,28,0,20,25,30,9
11100101,Dörfer Malchow-Wartenberg,11,52.57962623277923,13.506969717814314,21,0,6,1,8,0
10300733,Alt-Biesdorf,10,52.50761533970348,13.556057828800514,15,0,8,1,9,0
08100419,Treptower Straße Nord,08,52.48401187965597,13.451976478607524,10,0,4,5,5,1
05200633,Graetschelsteig,05,52.516209169641556,13.191366817288387,15,0,0,1,2,2
07601544,John-Locke-Straße,07,52.39151745956758,13.402008107836645,26,0,8,1,7,2
06200423,Schütte-Lanz-Straße,06,52.415331937684954,13.328746273836947,21,0,5,0,4,0
06300525,Zehlendorf Süd,06,52.411293262051885,13.258254492972126,13,0,5,2,3,1
03501037,Rathaus Weißensee,03,52.561258345317995,13.46529755678977,27,0,13,3,9,1
11401136,Volkradstraße,11,52.49974851931463,13.508820312118877,10,0,10,0,5,0
07501032,Imbrosweg,07,52.444151092673465,13.406506493320448,7,0,6,2,2,0
09100203,Plänterwald Ost,09,52.47724628525986,13.482400786243174,16,0,6,0,8,0
05300839,Rohrdamm,05,52.54556740841971,13.261758247132175,11,0,4,1,3,0
09401432,Siedlung Kämmereiheide,09,52.4453677488483,13.605696912877091,12,0,1,0,4,0
05300735,Haveleck,05,52.55319333521478,13.230864457247392,6,0,2,0,4,0
12601236,Schorfheidestraße,12,52.593890397932974,13.351488922370049,8,0,4,1,1,1
11300724,Roedeliusplatz,11,52.514524465068874,13.490187096861105,7,0,2,3,15,0
01100414,Nordbahnhof,01,52.53510842811,13.380371839942006,0,2,5,4,12,2
09300923,Kölner Viertel,09,52.40430207770446,13.538830827573811,9,0,8,1,8,0
02100101,Askanischer Platz,02,52.50143806716763,13.3815165062404,20,9,13,9,32,0
10400939,Alt-Mahlsdorf,10,52.509272493884126,13.617751241840608,35,0,9,0,8,2
12400617,Alt-Heiligensee,12,52.60941209300448,13.2276818504727,27,0,9,4,4,0
08200726,Hufeisensiedlung,08,52.44808741440661,13.440753698773406,13,0,7,1,2,0
07100102,Kalckreuthstraße,07,52.49831470517727,13.35036675693837,15,1,9,36,20,7
02400623,Andreasviertel,02,52.51404781447711,13.429849278439569,16,0,8,14,21,8
05400942,Alt-Gatow,05,52.47140791821214,13.163772556496625,34,0,7,1,5,0
01100309,Oranienburger Straße,01,52.52512318811296,13.399407043665224,29,9,28,95,116,20
06200313,Lankwitz Kirche,06,52.43743892921776,13.34748681135496,21,0,8,2,11,0
01300733,Gesundbrunnen,01,52.55180092029955,13.38863926485408,16,1,15,11,12,7
12200307,Reinickes Hof,12,52.574955304027185,13.32726064221383,8,0,2,1,8,0
04200309,Neu Westend,04,52.517061599855566,13.255877800068129,10,0,7,4,5,0
06100204,Munsterdamm,06,52.452531052297225,13.350506877935416,6,1,5,0,3,0
01400939,Glasgower Straße,01,52.554329858985184,13.349054774791647,2,0,18,9,5,1
05100206,Griesingerstraße,05,52.560428453959716,13.155753873002016,14,0,1,0,4,0
09301227,Karolinenhof,09,52.39269428240335,13.634294300764731,10,0,3,1,3,0
06400842,Hüttenweg,06,52.45797043332359,13.261569507136112,15,2,9,1,4,2
07300515,Taunusstraße,07,52.473157493548726,13.325686012611435,11,0,15,7,5,0
02500834,Revaler Straße,02,52.50692049478052,13.459342130543504,7,1,24,46,11,14
05200634,Börnicker Straße,05,52.51495426696263,13.202942013439655,4,0,11,5,7,1
09401635,Müggelheim,09,52.410293108094265,13.69467978317359,23,0,4,3,7,1
03601347,Helmholtzplatz,03,52.54333246885668,13.417930564008069,2,1,29,16,7,3
04300413,Klausenerplatz,04,52.51620327609023,13.290452431284239,1,0,20,9,9,2
06300629,Botanischer Garten,06,52.44990968619101,13.301195104143535,13,5,12,2,18,0
08401245,Frauenviertel,08,52.40285047124486,13.506692709903188,11,0,5,3,2,1
07300618,Ceciliengärten,07,52.47102511728276,13.338390460730855,6,0,15,8,11,0
05100102,Am Forstacker,05,52.56485259675857,13.203157615438087,1,0,1,1,0,0
09301025,Alt-Bohnsdorf,09,52.399171101672906,13.564130914607546,33,0,6,0,15,0
09200613,Bahnhof Schöneweide,09,52.45679493557059,13.522437715264298,30,0,17,10,16,4
03100102,Klinikum Buch,03,52.636163904321485,13.509741374473432,15,0,1,3,5,0
08100520,Weiße Siedlung,08,52.47619163735584,13.462726182545028,8,0,3,3,11,1
06300527,Sundgauer Straße,06,52.43548980143138,13.274574458954104,15,0,6,0,4,0
10100104,Golliner Straße,10,52.56583113055399,13.577056719742714,11,0,8,1,2,0
09100202,Plänterwald West,09,52.48158835826395,13.467487739549272,6,1,4,4,9,0
07400824,Bosepark,07,52.46479727192688,13.382234616505812,17,0,9,4,15,2
07400822,Lindenhofsiedlung,07,52.46346647130184,13.365154404354056,20,1,3,2,21,1
10100207,Ahrensfelder Berge,10,52.55387100811467,13.580106198209984,0,0,7,1,3,0
09100305,Baumschulenweg Ost,09,52.470800327931435,13.491689516020172,16,0,3,2,3,0
11400930,Zachertstraße,11,52.50493380536129,13.506149972896411,9,0,6,0,4,0
07501133,Fritz-Werner-Straße,07,52.433999147017346,13.382383693692743,21,0,8,2,15,2
09401431,Allende I,09,52.445355628825865,13.585938405317462,2,0,3,3,1,3
04400834,Binger Straße,04,52.47312291983387,13.310334447825355,5,3,6,1,7,0
06400839,Fischerhüttenstraße,06,52.43900585815683,13.241370992843294,16,1,13,2,8,1
07400928,Germaniagarten,07,52.460108943169594,13.41759132936773,5,1,4,2,6,0
10200418,Kyritzer Straße,10,52.54335216723224,13.587610676505166,11,0,4,0,0,1
02500727,Forckenbeckplatz,02,52.517866472544014,13.457924929491211,13,0,7,4,7,0
11100206,Wartenberg Nord,11,52.57365209548743,13.508893600976743,8,0,3,1,6,3
03701659,Immanuelkirchstraße,03,52.531518363347686,13.423198879193325,1,0,12,6,21,4
11100203,Falkenberg Ost,11,52.565470809134,13.533598327210932,5,0,7,0,5,0
11300619,Rudolf-Seiffert-Park,11,52.524918539757834,13.473983289908325,4,0,7,3,3,0
02300417,Reichenberger Straße West,02,52.497389311907966,13.424776812437205,5,1,9,37,17,4
02100103,Am Berlin Museum,02,52.50288219319639,13.398526458855844,2,0,7,1,16,1
09200512,Wuhlheide,09,52.46316349657311,13.538048622523085,16,3,6,2,15,1
01100415,Invalidenstraße,01,52.53193101397188,13.393351772328355,14,3,25,37,66,6
11400931,Massower Straße,11,52.50910675237535,13.50918053525958,10,0,5,2,4,0
06200420,Lichterfelde Süd,06,52.415548744088454,13.305084312512715,21,1,6,2,4,1
09300922,Kosmos Viertel,09,52.40384860697879,13.527097231024332,8,0,6,2,5,2
01300834,Brunnenstraße,01,52.54470616513705,13.394498775179777,26,0,17,5,9,3
08100103,Schillerpromenade Süd,08,52.47382452220521,13.421233827221823,1,1,9,13,8,0
07400721,Paradestraße,07,52.47404129414096,13.3900084405334,21,2,7,2,21,0
04400725,Güterbahnhof Grunewald,04,52.494338764311266,13.273143160196849,3,0,0,0,0,0
05300841,Siemensdamm,05,52.536856139407,13.271244288986312,7,0,6,4,1,5
07400927,Rathaus Tempelhof,07,52.46103835102751,13.398010035654202,30,3,13,10,47,6
06200316,Belßstraße,06,52.43046027109883,13.362679250243925,11,10,4,3,6,0
03200205,Uhlandstraße,03,52.59476995701459,13.39233354890212,21,3,5,0,6,0
11300826,Frankfurter Allee Süd,11,52.508868975969634,13.485789512090712,4,0,18,2,9,0
04400729,Hundekehle,04,52.47639213859788,13.263584143651311,4,0,3,1,11,1
05200423,Magistratsweg,05,52.53113433459974,13.153522179947363,12,0,4,0,2,0
02400624,Weberwiese,02,52.51350039984951,13.448008401453947,17,0,23,10,19,4
03701657,Thälmannpark,03,52.53980860734993,13.429281502184912,9,0,6,4,14,0
01300730,Drontheimer Straße,01,52.559106399939694,13.37668140369025,9,2,10,7,13,2
04501153,Babelsberger Straße,04,52.48238214612538,13.331246364621556,13,3,12,2,7,0
08100417,Braunschweiger Straße,08,52.47300177201893,13.44912226537452,19,0,16,23,9,0
04501043,Preußenpark,04,52.496104607580705,13.314051834988359,13,1,9,11,31,2
01200626,Thomasiusstraße,01,52.52354652165677,13.349827195792564,7,3,10,11,29,0
04300517,Tegeler Weg,04,52.52691094307622,13.302161171339337,11,3,8,7,20,2
08200622,Jahnstraße,08,52.46140226354919,13.445541563449398,5,0,6,2,4,1
03601346,Gethsemanekirche,03,52.54541913059852,13.414929053774399,7,1,7,14,15,4
09501940,Güterbahnhof Köpenick,09,52.45563003151732,13.584017918548668,10,0,5,1,9,0
10200628,Neue Grottkauer Straße,10,52.52908530692271,13.59335439493173,2,0,9,1,5,0
02300314,Oranienplatz,02,52.50308430125006,13.421255865389302,15,4,16,44,27,13
08100310,Maybachufer,08,52.49251049233935,13.426616067086224,1,0,8,17,7,3
04300414,Schloßstraße,04,52.51435632691218,13.294612494392261,13,0,12,11,12,4
06400841,Zehlendorf Eiche,06,52.44129337259885,13.265603206177955,9,0,6,4,8,2
05100105,Amorbacher Weg,05,52.55794209613101,13.19154707060941,10,0,6,4,4,0
07300619,Grazer Platz,07,52.47032120656613,13.349927278471275,25,0,20,3,12,3
12200309,Scharnweberstraße,12,52.566389028787555,13.323512944904499,15,0,7,13,17,3
06200312,Komponistenviertel Lankwitz,06,52.441838683260976,13.335491636418414,11,3,5,2,7,0
09300920,Dorf Altglienicke,09,52.416191256477774,13.53458658329379,44,0,10,3,7,0
10100208,Bürgerpark,10,52.55250011026146,13.559837263499714,10,0,5,3,5,1
09200510,Helmholtz-Kiez,09,52.470232626077646,13.508123931187583,23,1,11,6,19,2
11100308,Zingster Straße West,11,52.56681311066149,13.492347054359708,13,0,10,2,4,2
04501045,Schaperstraße,04,52.49772288527021,13.33082511637599,14,10,8,19,21,3
01400940,Schillerpark,01,52.558757032500885,13.357738541364318,3,0,3,1,4,1
06100207,Mittelstraße,06,52.45120163577295,13.322456337098263,12,1,4,5,10,0
03100103,Karower Chaussee,03,52.62851571080708,13.49911752039614,21,0,9,2,14,1
08100102,Schillerpromenade Nord,08,52.478835956044016,13.41946213312662,11,0,10,19,4,2
01100310,Alexanderplatzviertel,01,52.520999104814415,13.407812473572013,70,13,15,66,109,22
02500833,Boxhagener Platz,02,52.51099343395019,13.458506353062093,18,1,11,48,13,15
11300723,Bornitzstraße,11,52.52022901569803,13.49707222109533,7,0,5,0,5,0
11501339,Karlshorst West,11,52.48789796629469,13.51985534460739,12,5,13,2,8,0
03300514,Blankenburg,03,52.59457199164494,13.453779324273425,31,0,6,1,11,1
03601453,Alter Schlachthof,03,52.523064731753585,13.461412058589367,1,0,15,0,7,2
12500930,Wittenau Mitte,12,52.58149857609348,13.331756990312691,28,1,8,1,6,1
12200310,Klixstraße,12,52.56997849707735,13.308764858522348,17,0,7,6,10,2
04501147,Leon-Jessel-Platz,04,52.48986226699176,13.319037583903365,2,1,13,3,17,0
08200832,Buckow Mitte,08,52.41863599675559,13.425572536112366,36,0,9,4,7,2
09100304,Baumschulenweg West,09,52.46353507691632,13.483447358941941,23,1,14,6,8,2
12400616,Konradshöhe/Tegelort,12,52.577245932799656,13.230876776031883,20,0,6,1,6,0
08100207,Rollberg,08,52.476606510830365,13.434763248528505,10,0,8,3,9,1
10100206,Wuhletalstraße,10,52.55857793966933,13.56549062402141,19,0,4,2,4,0
04500939,Eisenzahnstraße,04,52.49227396579346,13.304766195547176,16,1,11,1,21,0
10200421,Helle Mitte,10,52.53755689671666,13.604733779074293,9,3,2,14,13,3
04200204,Angerburger Allee,04,52.51022860719157,13.22111546517641,0,1,2,3,2,0
07100205,Alvenslebenstraße,07,52.496671462847225,13.364663929885722,11,0,4,5,8,3
07601236,Marienfelder Allee Nordwest,07,52.41983034608377,13.362420385926544,19,0,9,1,9,0
03601140,Malmöer Straße,03,52.55214677576788,13.401919656965879,4,0,10,2,4,0
03400620,Schönholz,03,52.57666969830075,13.385887083127674,21,0,3,1,3,0
08401138,Goldhähnchenweg,08,52.44293705370339,13.460196844489614,0,0,0,3,0,0
01100206,Unter den Linden,01,52.518413266631455,13.389812875317405,37,42,6,40,201,8
03200310,Krugpfuhl,03,52.612578338332355,13.424773237773449,16,0,6,3,2,0
09200614,Oberspree,09,52.448556424173546,13.537392227041618,3,0,8,0,2,0
01200629,Hansaviertel,01,52.518129789150606,13.34084661601841,9,2,7,3,9,2
01100308,Charitéviertel,01,52.52650162438772,13.377732186436374,44,47,27,26,135,3
08200624,Tempelhofer Weg,08,52.45563731879543,13.429888559609061,18,1,2,2,8,1
05100314,Kurstraße,05,52.54383621290759,13.206122162478705,6,0,8,8,8,2
11200515,Weiße Taube,11,52.538736757865216,13.511409930125325,10,0,4,0,10,1
04300412,Schlossgarten,04,52.52603304733156,13.290644168488669,15,0,3,2,7,2
06200418,Landweg,06,52.40519424626863,13.314750354716898,0,0,0,0,0,0
11401034,Tierpark,11,52.504380053998,13.527322020634964,6,1,3,0,13,1
12500825,Borsigwalde,12,52.58495317048873,13.305342897901468,25,1,7,2,31,0
06300633,Augustaplatz,06,52.44166329640166,13.310696837433872,22,3,25,10,13,0
01100205,Wilhelmstraße,01,52.51204098506934,13.380867293939883,17,1,9,9,87,11
02100105,Prinzenstraße,02,52.50037332644094,13.405918693871474,8,2,9,5,5,0
08100521,Schulenburgpark,08,52.46641404814665,13.458469687350838,34,1,10,3,22,1
05300838,Gartenfeld,05,52.54973913019847,13.245978064681985,6,1,1,0,5,0
09401330,Wendenschloß,09,52.42063468617007,13.588157944833634,11,0,2,0,2,0
03200309,Eddastraße,03,52.60379764660547,13.437727274752007,7,0,2,0,11,1
09100408,Johannisthal Ost,09,52.44376216835334,13.506844852237693,19,0,8,5,7,0
04100101,Jungfernheide/Plötzensee,04,52.53592828333559,13.294031671122758,50,2,10,7,19,1
03601142,Falkplatz,03,52.5457142811839,13.407409771476036,13,0,23,23,24,7
03400831,Pankower Tor,03,52.5746592665355,13.4249239831264,8,0,0,0,1,0
05100209,Westerwaldstraße,05,52.54970127633032,13.179458886451336,9,0,6,0,2,1
02200213,Graefekiez Nord,02,52.49312981824571,13.417158764745219,16,2,25,18,19,4
03400723,Garbátyplatz,03,52.56980380374813,13.410883566713945,30,0,15,4,17,5
08100418,Hertzbergplatz,08,52.479266445184074,13.449987812262528,7,5,12,13,13,1
10300732,Buckower Ring,10,52.524673558500844,13.57177262483309,7,4,9,3,6,0
01300731,Koloniestraße,01,52.563329268525365,13.384883273010164,6,0,10,7,4,2
06100103,Markelstraße,06,52.4641246112057,13.31935612069497,11,2,12,8,8,3
02400522,Richard-Sorge-Viertel,02,52.52122148440184,13.446153958104093,4,0,11,9,13,1
11300722,Rathaus Lichtenberg,11,52.519718705024594,13.476485737860768,16,0,10,5,15,0
01200624,Heidestraße,01,52.53205901075985,13.365541192658569,11,0,5,9,27,1
10300731,Oberfeldstraße,10,52.525576472950114,13.556107591934547,32,0,10,3,7,0
02100106,Wassertorplatz,02,52.497259063287224,13.409281208586656,7,1,8,6,16,0
04200205,Flatowallee,04,52.51090673214332,13.243865232430604,1,0,4,1,4,1
09100409,Landschaftspark Adlershof,09,52.43931291979608,13.513090802566657,14,0,4,0,10,1
06200317,Lankwitz Süd,06,52.42488381722722,13.35720667218265,9,1,2,1,3,0
04501146,Barstraße,04,52.48702564810118,13.312076468268236,8,0,6,3,19,0
08100206,Flughafenstraße,08,52.48208262726603,13.428409601127962,1,1,21,23,23,5
03400828,Spiekermann Straße,03,52.556546967951206,13.426543637223627,0,0,9,1,2,1
05100316,Carl-Schurz-Straße,05,52.53924473118309,13.196746239718427,40,0,17,15,26,15
11401033,Gensinger Straße,11,52.51135132640309,13.525655039941856,9,0,3,1,7,0
11401135,Dolgenseestraße,11,52.494543729972555,13.506017992109065,4,0,5,2,4,1
04501041,George-Grosz-Platz,04,52.5024063040427,13.318045306496916,3,4,8,24,51,2
04300415,Lietzensee,04,52.50513001880704,13.287320040032991,6,0,12,6,6,0
07601238,Marienfelde Nordost,07,52.41695884045128,13.384437144444187,25,1,2,0,13,1
02400521,Friedenstraße,02,52.52001529114544,13.433993231873458,13,0,12,5,3,0
07300517,Perelsplatz,07,52.474355237183296,13.333132733638381,9,0,22,10,25,1
06200311,Alt-Lankwitz,06,52.43873563633221,13.35643266099201,14,1,2,3,2,0
12100103,Breitkopfbecken,12,52.57164860187774,13.36456000272998,21,0,8,5,5,0
10100313,Alt-Marzahn,10,52.54020882412335,13.551908025114388,13,0,5,0,6,1
07200411,Julius-Leber-Brücke,07,52.48789064599322,13.360371322466351,5,0,5,9,5,3
04501149,Nikolsburger Platz,04,52.491231121122425,13.326799965647096,6,0,14,13,17,3
03701555,Sredzkistraße,03,52.53806942696362,13.417299959083774,2,2,11,33,15,7
09502043,Dammheide,09,52.46964898225799,13.572519818729615,41,0,4,1,15,0
05200422,Werkstraße,05,52.53341611487334,13.133674856145134,11,0,6,0,4,0
04501040,Hindemithplatz,04,52.50251671494794,13.310374730971406,7,1,8,13,9,0
09502042,Mittelheide,09,52.46515985947245,13.600805321331723,5,0,8,1,1,0
11100204,Falkenberg West,11,52.56229137323442,13.521298943680321,17,0,2,2,5,0
03400827,Trelleborger Viertel,03,52.55735099219508,13.418648368501062,3,0,9,4,7,0
02100102,Mehringplatz,02,52.50190010560528,13.393298420349103,17,2,15,4,55,6
08100105,Silbersteinstraße,08,52.46457194826204,13.428950032032041,14,0,3,2,2,1
07601341,Diedersdorfer Weg,07,52.40379197629314,13.368497734656726,25,0,4,2,17,2
08200623,Park am Buschkrug,08,52.45630890567256,13.449518780862004,19,1,7,4,15,2
06200422,Oberhofer Platz,06,52.4227617743038,13.327743577936301,30,0,5,6,6,2
11400927,Victoriastadt,11,52.503992968351724,13.477319275382383,5,2,8,4,7,3
02500729,Pettenkofer Straße,02,52.51679475234003,13.472480992888906,1,7,8,3,7,4
01200625,Lübecker Straße,01,52.528726669548796,13.347954892600475,13,0,8,6,19,2
09200511,Griechischer Park,09,52.460224731173064,13.521474118068191,7,9,13,6,10,2
10400940,Elsensee,10,52.49204000608669,13.599273420466428,45,0,5,0,4,0
12500824,Ziekowstraße/Freie Scholle,12,52.59932409539091,13.294979877708883,17,1,11,2,5,2
06400737,Nikolassee,06,52.43939133563078,13.201335030089941,46,0,14,6,16,2
09200715,Wista,09,52.42955003093026,13.535433088970613,38,24,5,3,66,2
08200728,Ortolanweg,08,52.4444579789068,13.4661173649438,0,0,4,1,1,1
08401243,Alt-Rudow,08,52.423075216198484,13.501761090793648,31,0,10,2,12,2
02200208,Rathaus Yorckstraße,02,52.49581975321489,13.384181871099809,9,3,9,18,19,3
08300935,Gropiusstadt Süd-West,08,52.427759422994804,13.454591346289682,8,0,8,2,1,1
08200727,Parchimer Allee Süd,08,52.441088121913424,13.44579042286461,15,0,11,1,2,5
01401043,Antonstraße,01,52.547675697897056,13.365874442745639,7,1,8,14,2,0
12100206,Humboldtstraße,12,52.57452986446491,13.337562036390272,12,0,3,1,4,0
11300620,Fennpfuhl Ost,11,52.52723807812149,13.48055646749235,17,0,12,1,14,0
01100311,Karl-Marx-Allee,01,52.518371503643145,13.421062879161033,17,0,7,5,28,3
12100101,Letteplatz,12,52.563302921627304,13.370792002295776,20,1,7,15,6,3
04501042,Breitscheidplatz,04,52.503747055049544,13.333091860948096,33,5,3,44,79,13
01100101,Stülerstraße,01,52.50751074968181,13.346954349708371,10,2,3,4,40,0
03300413,Karow Ost,03,52.60737222464406,13.483004469704788,10,0,4,0,5,0
09200716,Dörpfeldstraße West,09,52.43833654300812,13.542506606375957,12,0,11,4,9,4
08200730,Handwerker-Siedlung,08,52.43291719007988,13.44166241475612,17,0,4,2,9,2
01401048,Leopoldplatz,01,52.55051180128335,13.358502746389151,6,3,9,17,11,3
03400619,Wilhelmsruh,03,52.586575163795416,13.372387590884836,24,0,16,2,12,1
12500927,Wittenau Nord,12,52.59609502842352,13.318506911477112,25,1,9,4,11,2
03200204,Blankenfelde,03,52.628863532864315,13.392495954911602,21,0,7,2,2,0
10400941,Pilgramer Straße,10,52.48725743295712,13.61415401937735,14,0,10,0,10,0
08100101,Hasenheide,08,52.48374487828048,13.419698666755606,0,0,15,8,3,1
11300616,Hohenschönhausener Straße,11,52.5351468464314,13.468013208137442,5,0,5,3,7,1
