plz,PLR_ID,overlap_area_m2,plz_area_m2,plr_area_m2,pct_of_plz,pct_of_plr
10115,01100309,201943.9725,2305932.5489,1010830.0167,0.0876,0.1998
10115,01100416,105455.0091,2305932.5489,601692.4922,0.0457,0.1753
10115,01100415,730116.9382,2305932.5489,779748.8347,0.3166,0.9363
10115,01100414,372505.6128,2305932.5489,372838.8671,0.1615,0.9991
10115,01100308,892539.5210,2305932.5489,1681761.3063,0.3871,0.5307
10115,01200624,3284.9711,2305932.5489,687650.8193,0.0014,0.0048
10117,01100312,3723.8244,3439324.4871,643280.2405,0.0011,0.0058
10117,01100207,591920.5471,3439324.4871,763233.0906,0.1721,0.7755
10117,01100206,1129706.8776,3439324.4871,1296544.3869,0.3285,0.8713
10117,01100205,633243.4791,3439324.4871,634327.7446,0.1841,0.9983
10117,01100309,282674.6403,3439324.4871,1010830.0167,0.0822,0.2796
10117,01200628,1845.1311,3439324.4871,745239.8567,0.0005,0.0025
10117,01100308,787967.2105,3439324.4871,1681761.3063,0.2291,0.4685
10117,01100102,7363.8954,3439324.4871,3917862.2690,0.0021,0.0019
10119,01100309,278592.6987,974943.6768,1010830.0167,0.2858,0.2756
10119,01100416,316609.6116,974943.6768,601692.4922,0.3247,0.5262
10119,01100310,86330.6658,974943.6768,1364458.4469,0.0885,0.0633
10119,01100415,48714.7534,974943.6768,779748.8347,0.0500,0.0625
10119,03701556,45966.9095,974943.6768,506805.7785,0.0471,0.0907
10119,03701554,198729.0378,974943.6768,548204.6587,0.2038,0.3625
10178,02400520,3012.7588,1857716.2642,941069.2717,0.0016,0.0032
10178,01100312,1410.5317,1857716.2642,643280.2405,0.0008,0.0022
10178,01100207,131252.0021,1857716.2642,763233.0906,0.0707,0.1720
10178,01100206,164180.0745,1857716.2642,1296544.3869,0.0884,0.1266
10178,01100309,245621.9868,1857716.2642,1010830.0167,0.1322,0.2430
10178,01100310,955883.5270,1857716.2642,1364458.4469,0.5145,0.7006
10178,01100311,356329.3106,1857716.2642,807539.0333,0.1918,0.4413
10179,01100313,716142.2969,2198394.5797,717692.5177,0.3258,0.9978
10179,01100312,635193.3010,2198394.5797,643280.2405,0.2889,0.9874
10179,01100207,40023.2587,2198394.5797,763233.0906,0.0182,0.0524
10179,01100309,1996.7185,2198394.5797,1010830.0167,0.0009,0.0020
10179,01100310,321671.2263,2198394.5797,1364458.4469,0.1463,0.2358
10179,01100311,450674.3254,2198394.5797,807539.0333,0.2050,0.5581
10179,02400623,32230.3785,2198394.5797,921236.3578,0.0147,0.0350
10243,02500834,29755.8348,2851629.9015,494310.8879,0.0104,0.0602
10243,02500833,35963.0234,2851629.9015,339967.1175,0.0126,0.1058
10243,02500830,15186.4652,2851629.9015,165383.8562,0.0053,0.0918
10243,02500727,14599.9448,2851629.9015,337834.2608,0.0051,0.0432
10243,02400522,126853.6987,2851629.9015,554245.8505,0.0445,0.2289
10243,02400521,327481.6115,2851629.9015,731076.5145,0.1148,0.4479
10243,02300316,523.7634,2851629.9015,471175.5308,0.0002,0.0011
10243,02400623,889005.9793,2851629.9015,921236.3578,0.3118,0.9650
10243,02400624,559551.9219,2851629.9015,564374.0575,0.1962,0.9915
10243,02400625,852180.2032,2851629.9015,863939.2885,0.2988,0.9864
10245,02500836,1100219.6139,3403997.4302,1116403.6852,0.3232,0.9855
10245,02500835,1350822.8985,3403997.4302,1354440.9844,0.3968,0.9973
10245,02500834,464571.2834,3403997.4302,494310.8879,0.1365,0.9398
10245,02500831,31639.2401,3403997.4302,248855.3570,0.0093,0.1271
10245,02500833,304007.4822,3403997.4302,339967.1175,0.0893,0.8942
10245,02500832,85268.6080,3403997.4302,369369.4934,0.0250,0.2308
10245,02500830,49541.3403,3403997.4302,165383.8562,0.0146,0.2996
10245,09100101,935.3135,3403997.4302,2312929.3151,0.0003,0.0004
10245,02400624,4822.1356,3403997.4302,564374.0575,0.0014,0.0085
10245,02400625,11801.1947,3403997.4302,863939.2885,0.0035,0.0137
10247,02500831,217216.1168,1795235.0088,248855.3570,0.1210,0.8729
10247,02500832,283838.5247,1795235.0088,369369.4934,0.1581,0.7684
10247,02500729,316976.4472,1795235.0088,322302.3457,0.1766,0.9835
10247,02500728,310442.2948,1795235.0088,310442.2948,0.1729,1.0000
10247,02500830,100656.0507,1795235.0088,165383.8562,0.0561,0.6086
10247,02500727,303524.1926,1795235.0088,337834.2608,0.1691,0.8984
10247,02400522,4112.4962,1795235.0088,554245.8505,0.0023,0.0074
10247,03601453,257971.1651,1795235.0088,576981.1692,0.1437,0.4471
10249,02500727,19722.9621,2278068.1316,337834.2608,0.0087,0.0584
10249,02400522,423018.2065,2278068.1316,554245.8505,0.1857,0.7632
10249,02500726,308658.9878,2278068.1316,309282.2761,0.1355,0.9980
10249,02400521,403568.9473,2278068.1316,731076.5145,0.1772,0.5520
10249,02400520,839286.1024,2278068.1316,941069.2717,0.3684,0.8918
10249,03601453,280514.3890,2278068.1316,576981.1692,0.1231,0.4862
10249,03701660,2969.4277,2278068.1316,574943.5734,0.0013,0.0052
10315,11401034,308516.1940,3443283.6996,1732269.1286,0.0896,0.1781
10315,11400930,403263.7416,3443283.6996,403855.0568,0.1171,0.9985
10315,11400929,161616.8088,3443283.6996,841798.8761,0.0469,0.1920
10315,11401137,33396.3838,3443283.6996,717634.1922,0.0097,0.0465
10315,11401136,242022.2641,3443283.6996,796881.8735,0.0703,0.3037
10315,11401033,449335.7914,3443283.6996,453024.0411,0.1305,0.9919
10315,11400931,395650.8709,3443283.6996,415166.7982,0.1149,0.9530
10315,11300721,1038917.4644,3443283.6996,3860896.4716,0.3017,0.2691
10315,11401032,410431.3129,3443283.6996,567305.1820,0.1192,0.7235
10317,02500836,16138.9685,4201635.8190,1116403.6852,0.0038,0.0145
10317,02500835,3616.5687,4201635.8190,1354440.9844,0.0009,0.0027
10317,11400929,679809.2668,4201635.8190,841798.8761,0.1618,0.8076
10317,11501341,7792.6354,4201635.8190,2292754.9206,0.0019,0.0034
10317,11401135,1809.1108,4201635.8190,699584.5212,0.0004,0.0026
10317,11300826,219988.5001,4201635.8190,1052722.6544,0.0524,0.2090
10317,11400931,19515.4707,4201635.8190,415166.7982,0.0046,0.0470
10317,11400927,370532.9222,4201635.8190,373891.4380,0.0882,0.9910
10317,11400928,499630.2879,4201635.8190,583920.0980,0.1189,0.8556
10317,11501238,2226983.6389,4201635.8190,2400201.7375,0.5300,0.9278
10317,11401032,155297.7887,4201635.8190,567305.1820,0.0370,0.2737
10318,11501340,3241136.9364,6694910.5916,3296042.1754,0.4841,0.9833
10318,11501341,2284936.4469,6694910.5916,2292754.9206,0.3413,0.9966
10318,11501339,993293.8230,6694910.5916,993637.4124,0.1484,0.9997
10318,11401135,916.3373,6694910.5916,699584.5212,0.0001,0.0013
10318,09200510,566.1634,6694910.5916,2329671.8699,0.0001,0.0002
10318,11501238,173040.8428,6694910.5916,2400201.7375,0.0258,0.0721
10318,09200512,784.8029,6694910.5916,4244392.0863,0.0001,0.0002
10319,11401034,1423255.6889,3448410.2747,1732269.1286,0.4127,0.8216
10319,11400930,591.3152,3448410.2747,403855.0568,0.0002,0.0015
10319,11401137,684221.9578,3448410.2747,717634.1922,0.1984,0.9534
10319,11401136,554859.6094,3448410.2747,796881.8735,0.1609,0.6963
10319,11401135,696859.0730,3448410.2747,699584.5212,0.2021,0.9961
10319,11401033,3249.2320,3448410.2747,453024.0411,0.0009,0.0072
10319,11400928,84289.8101,3448410.2747,583920.0980,0.0244,0.1444
10365,11300620,3629.5821,5015175.4516,556457.1604,0.0007,0.0065
10365,11300724,411049.5780,5015175.4516,411049.5780,0.0820,1.0000
10365,11300722,80844.8622,5015175.4516,889265.0035,0.0161,0.0909
10365,11300723,497666.0466,5015175.4516,497666.0466,0.0992,1.0000
10365,11300826,832725.6848,5015175.4516,1052722.6544,0.1660,0.7910
10365,11400927,3350.2067,5015175.4516,373891.4380,0.0007,0.0090
10365,11300721,2501141.1108,5015175.4516,3860896.4716,0.4987,0.6478
10365,11300725,682962.9928,5015175.4516,683047.3396,0.1362,0.9999
10365,11401032,1517.4729,5015175.4516,567305.1820,0.0003,0.0027
10367,02500729,5282.9729,1720189.8595,322302.3457,0.0031,0.0164
10367,11300620,531702.9950,1720189.8595,556457.1604,0.3091,0.9555
10367,11300617,4026.3692,1720189.8595,474510.8846,0.0023,0.0085
10367,11300619,56048.7727,1720189.8595,372423.7348,0.0326,0.1505
10367,11300722,802353.6710,1720189.8595,889265.0035,0.4664,0.9023
10367,11200514,1131.1342,1720189.8595,939543.3477,0.0007,0.0012
10367,11300721,319565.9711,1720189.8595,3860896.4716,0.1858,0.0828
10369,11300616,416462.4805,1551985.6620,416740.3203,0.2683,0.9993
10369,11300620,20905.6772,1551985.6620,556457.1604,0.0135,0.0376
10369,11300617,470484.4363,1551985.6620,474510.8846,0.3031,0.9915
10369,11300619,316374.9621,1551985.6620,372423.7348,0.2039,0.8495
10369,11300618,320976.1072,1551985.6620,321018.4796,0.2068,0.9999
10369,11300722,6062.6872,1551985.6620,889265.0035,0.0039,0.0068
10405,03701657,441110.9649,1887168.4019,441113.1495,0.2337,1.0000
10405,03601245,61391.4033,1887168.4019,965541.4327,0.0325,0.0636
10405,03601451,152238.9732,1887168.4019,546602.4131,0.0807,0.2785
10405,03601449,3467.2320,1887168.4019,857869.7095,0.0018,0.0040
10405,03601348,10264.0404,1887168.4019,219808.0361,0.0054,0.0467
10405,03701658,232706.6751,1887168.4019,232706.6751,0.1233,1.0000
10405,03701659,411270.7199,1887168.4019,411297.3972,0.2179,0.9999
10405,03701556,387782.5155,1887168.4019,506805.7785,0.2055,0.7652
10405,03701555,82651.5808,1887168.4019,314429.3054,0.0438,0.2629
10405,03701554,3735.5277,1887168.4019,548204.6587,0.0020,0.0068
10405,03701660,100439.5925,1887168.4019,574943.5734,0.0532,0.1747
10407,02400520,98761.0485,2799101.0469,941069.2717,0.0353,0.1049
10407,03601451,394099.3218,2799101.0469,546602.4131,0.1408,0.7210
10407,03601452,551869.5145,2799101.0469,551871.7370,0.1972,1.0000
10407,03601450,1210801.7003,2799101.0469,1211380.6664,0.4326,0.9995
10407,03601449,33575.3097,2799101.0469,857869.7095,0.0120,0.0391
10407,03601453,37989.0669,2799101.0469,576981.1692,0.0136,0.0658
10407,03701660,471534.5532,2799101.0469,574943.5734,0.1685,0.8201
10409,03601245,903168.5028,1733461.0465,965541.4327,0.5210,0.9354
10409,03601449,815783.8134,1733461.0465,857869.7095,0.4706,0.9509
10409,03601244,14232.5122,1733461.0465,363968.5330,0.0082,0.0391
10435,01100416,179524.3479,863856.8890,601692.4922,0.2078,0.2984
10435,03601142,4050.5585,863856.8890,907043.5113,0.0047,0.0045
10435,03601348,30035.4582,863856.8890,219808.0361,0.0348,0.1366
10435,03601347,27221.1585,863856.8890,297685.8865,0.0315,0.0914
10435,03701556,73056.3535,863856.8890,506805.7785,0.0846,0.1442
10435,03701555,231777.7247,863856.8890,314429.3054,0.2683,0.7371
10435,03701554,318180.8752,863856.8890,548204.6587,0.3683,0.5804
10437,03601142,757539.8261,1474095.7457,907043.5113,0.5139,0.8352
10437,03601348,179241.5595,1474095.7457,219808.0361,0.1216,0.8154
10437,03601347,262096.1906,1474095.7457,297685.8865,0.1778,0.8804
10437,03601346,193152.1028,1474095.7457,193437.9695,0.1310,0.9985
10437,03601243,41729.3049,1474095.7457,329524.8457,0.0283,0.1266
10437,03601244,12564.5735,1474095.7457,363968.5330,0.0085,0.0345
10437,03701554,27559.2180,1474095.7457,548204.6587,0.0187,0.0503
10439,03601139,384164.5483,1686912.1657,453987.2710,0.2277,0.8462
10439,03400827,26394.1795,1686912.1657,413060.7467,0.0156,0.0639
10439,03601140,280450.2429,1686912.1657,280450.3413,0.1663,1.0000
10439,03601141,286572.3163,1686912.1657,286642.2194,0.1699,0.9998
10439,03601142,75369.8696,1686912.1657,907043.5113,0.0447,0.0831
10439,03601347,8368.5374,1686912.1657,297685.8865,0.0050,0.0281
10439,03601243,287711.3240,1686912.1657,329524.8457,0.1706,0.8731
10439,03601244,336977.1922,1686912.1657,363968.5330,0.1998,0.9258
10551,01200521,27414.2899,1013844.9361,166524.5774,0.0270,0.1646
10551,01200517,188975.7306,1013844.9361,2483751.0804,0.1864,0.0761
10551,01200519,317718.6424,1013844.9361,346987.5347,0.3134,0.9156
10551,01200520,426947.6870,1013844.9361,429746.3489,0.4211,0.9935
10551,01200625,24943.7082,1013844.9361,324942.9677,0.0246,0.0768
10551,01200623,7077.8119,1013844.9361,896032.8427,0.0070,0.0079
10551,01200626,1681.1663,1013844.9361,552569.6034,0.0017,0.0030
10551,01200522,19047.5894,1013844.9361,639144.0472,0.0188,0.0298
10553,04300518,44389.3158,1607574.0981,1375972.9345,0.0276,0.0323
10553,01200518,236696.5304,1607574.0981,236734.8409,0.1472,0.9998
10553,01200521,8857.5082,1607574.0981,166524.5774,0.0055,0.0532
10553,01200517,1287557.4606,1607574.0981,2483751.0804,0.8009,0.5184
10553,01200519,29261.6100,1607574.0981,346987.5347,0.0182,0.0843
10553,01200522,624.4946,1607574.0981,639144.0472,0.0004,0.0010
10555,01200521,130252.7793,962696.9753,166524.5774,0.1353,0.7822
10555,01200517,11955.2005,962696.9753,2483751.0804,0.0124,0.0048
10555,01200626,19402.2481,962696.9753,552569.6034,0.0202,0.0351
10555,01200522,619455.1423,962696.9753,639144.0472,0.6435,0.9692
10555,01200629,181273.5695,962696.9753,533064.0915,0.1883,0.3401
10557,01100206,2400.8743,3793791.8288,1296544.3869,0.0006,0.0019
10557,01200623,470470.4061,3793791.8288,896032.8427,0.1240,0.5251
10557,01200627,165043.3637,3793791.8288,174266.3006,0.0435,0.9471
10557,01200628,742257.0473,3793791.8288,745239.8567,0.1957,0.9960
10557,01200626,241709.8817,3793791.8288,552569.6034,0.0637,0.4374
10557,01200629,351789.6938,3793791.8288,533064.0915,0.0927,0.6599
10557,01300836,13472.1421,3793791.8288,1440720.0388,0.0036,0.0094
10557,01200624,680768.4616,3793791.8288,687650.8193,0.1794,0.9900
10557,01100102,1125604.6710,3793791.8288,3917862.2690,0.2967,0.2873
10559,01200517,198832.5889,1221539.3113,2483751.0804,0.1628,0.0801
10559,01200520,2796.0282,1221539.3113,429746.3489,0.0023,0.0065
10559,01200625,299999.2595,1221539.3113,324942.9677,0.2456,0.9232
10559,01200623,418484.6247,1221539.3113,896032.8427,0.3426,0.4670
10559,01200627,9222.9369,1221539.3113,174266.3006,0.0076,0.0529
10559,01200628,1137.6782,1221539.3113,745239.8567,0.0009,0.0015
10559,01200626,289776.3072,1221539.3113,552569.6034,0.2372,0.5244
10559,01200624,1289.8873,1221539.3113,687650.8193,0.0011,0.0019
10585,04300619,102162.4790,772951.1209,536472.5222,0.1322,0.1904
10585,04300621,426406.4843,772951.1209,550471.6833,0.5517,0.7746
10585,04300414,184745.8740,772951.1209,562286.0136,0.2390,0.3286
10585,04300412,4287.8062,772951.1209,1260436.4967,0.0055,0.0034
10585,04300622,55348.4775,772951.1209,959462.7370,0.0716,0.0577
10587,04300518,35645.1047,1465784.0559,1375972.9345,0.0243,0.0259
10587,04300619,434310.0432,1465784.0559,536472.5222,0.2963,0.8096
10587,04300620,632517.3852,1465784.0559,715169.4974,0.4315,0.8844
10587,04300621,10536.9450,1465784.0559,550471.6833,0.0072,0.0191
10587,04300412,1811.9887,1465784.0559,1260436.4967,0.0012,0.0014
10587,04300622,350825.5755,1465784.0559,959462.7370,0.2393,0.3656
10589,04300517,518902.7471,1818192.0338,518902.7471,0.2854,1.0000
10589,04300518,1264153.8240,1818192.0338,1375972.9345,0.6953,0.9187
10589,04100101,5465.0263,1818192.0338,5247991.9833,0.0030,0.0010
10589,04300412,29662.9199,1818192.0338,1260436.4967,0.0163,0.0235
10623,04300620,82125.1775,1162343.9455,715169.4974,0.0707,0.1148
10623,04501041,96332.4417,1162343.9455,464535.0549,0.0829,0.2074
10623,04501042,129261.4334,1162343.9455,603418.5181,0.1112,0.2142
10623,04300622,489221.7463,1162343.9455,959462.7370,0.4209,0.5099
10623,04300624,274419.0509,1162343.9455,534381.0235,0.2361,0.5135
10623,01100102,90983.2675,1162343.9455,3917862.2690,0.0783,0.0232
10625,04300621,66326.8843,626144.3301,550471.6833,0.1059,0.1205
10625,04300623,244688.8807,626144.3301,582450.9712,0.3908,0.4201
10625,04300622,64043.7711,626144.3301,959462.7370,0.1023,0.0667
10625,04300624,250684.8561,626144.3301,534381.0235,0.4004,0.4691
10627,04300621,47201.3698,721044.4841,550471.6833,0.0655,0.0857
10627,04300623,337719.2427,721044.4841,582450.9712,0.4684,0.5798
10627,04300414,21564.5986,721044.4841,562286.0136,0.0299,0.0384
10627,04300416,313933.9633,721044.4841,580416.2356,0.4354,0.5409
10629,04501040,265694.2162,641097.1232,303051.1918,0.4144,0.8767
10629,04501041,145514.3705,641097.1232,464535.0549,0.2270,0.3132
10629,04500936,220395.3987,641097.1232,273415.7245,0.3438,0.8061
10629,04300624,9238.7666,641097.1232,534381.0235,0.0144,0.0173
10707,04501147,11113.5286,845089.5828,248489.5391,0.0132,0.0447
10707,04501146,3670.9573,845089.5828,668177.7029,0.0043,0.0055
10707,04501040,37078.7675,845089.5828,303051.1918,0.0439,0.1224
10707,04501041,111277.7432,845089.5828,464535.0549,0.1317,0.2395
10707,04501044,40033.5395,845089.5828,314765.8580,0.0474,0.1272
10707,04501043,616072.9567,845089.5828,625491.2506,0.7290,0.9849
10707,04500939,22574.6198,845089.5828,756783.3263,0.0267,0.0298
10707,04500936,583.2263,845089.5828,273415.7245,0.0007,0.0021
10707,04500938,2684.2440,845089.5828,517513.5193,0.0032,0.0052
10709,04500939,649501.3232,985973.0308,756783.3263,0.6587,0.8582
10709,04500936,26590.9132,985973.0308,273415.7245,0.0270,0.0973
10709,04500937,26698.2703,985973.0308,709101.3717,0.0271,0.0377
10709,04500938,283047.5328,985973.0308,517513.5193,0.2871,0.5469
10711,04500939,3078.5160,1045420.7186,756783.3263,0.0029,0.0041
10711,04400726,64734.3430,1045420.7186,1427773.1226,0.0619,0.0453
10711,04400725,37996.1048,1045420.7186,543417.6190,0.0363,0.0699
10711,04500936,25487.4405,1045420.7186,273415.7245,0.0244,0.0932
10711,04500937,682128.4965,1045420.7186,709101.3717,0.6525,0.9620
10711,04500938,231781.7425,1045420.7186,517513.5193,0.2217,0.4479
10713,04501151,12423.4523,1288609.3772,323522.7279,0.0096,0.0384
10713,04501150,4484.0357,1288609.3772,294590.9431,0.0035,0.0152
10713,04501147,109685.2299,1288609.3772,248489.5391,0.0851,0.4414
10713,04501148,396413.9986,1288609.3772,419896.4866,0.3076,0.9441
10713,04501146,663633.3370,1288609.3772,668177.7029,0.5150,0.9932
10713,04501044,10590.2995,1288609.3772,314765.8580,0.0082,0.0336
10713,04501043,9405.4093,1288609.3772,625491.2506,0.0073,0.0150
10713,04500939,81627.7702,1288609.3772,756783.3263,0.0633,0.1079
10715,04501151,311098.5226,1176556.9636,323522.7279,0.2644,0.9616
10715,04501150,287679.9877,1176556.9636,294590.9431,0.2445,0.9765
10715,04501153,552678.8031,1176556.9636,585827.1731,0.4697,0.9434
10715,04501152,4377.6999,1176556.9636,349692.5460,0.0037,0.0125
10715,04501149,13718.0640,1176556.9636,441265.4193,0.0117,0.0311
10715,04501147,5817.4082,1176556.9636,248489.5391,0.0049,0.0234
10715,04501146,808.0164,1176556.9636,668177.7029,0.0007,0.0012
10717,04501150,2426.9197,828652.0004,294590.9431,0.0029,0.0082
10717,04501152,221370.4761,828652.0004,349692.5460,0.2671,0.6330
10717,04501149,427547.3553,828652.0004,441265.4193,0.5160,0.9689
10717,04501147,118785.5842,828652.0004,248489.5391,0.1433,0.4780
10717,04501045,40420.2461,828652.0004,590529.4261,0.0488,0.0684
10717,04501044,18082.4346,828652.0004,314765.8580,0.0218,0.0574
10719,04501147,3087.7881,875431.4302,248489.5391,0.0035,0.0124
10719,04501041,111053.9421,875431.4302,464535.0549,0.1269,0.2391
10719,04501042,217026.2540,875431.4302,603418.5181,0.2479,0.3597
10719,04501045,298186.3511,875431.4302,590529.4261,0.3406,0.5049
10719,04501044,246059.5844,875431.4302,314765.8580,0.2811,0.7817
10777,07100103,3524.0677,687793.9493,341874.3023,0.0051,0.0103
10777,07100102,216335.3116,687793.9493,516346.0383,0.3145,0.4190
10777,07100101,304865.5063,687793.9493,620699.3275,0.4433,0.4912
10777,04501045,163069.0636,687793.9493,590529.4261,0.2371,0.2761
10779,07200307,334389.4191,515682.9754,523679.4256,0.6484,0.6385
10779,07100204,10619.8048,515682.9754,514897.5303,0.0206,0.0206
10779,07100101,23291.7109,515682.9754,620699.3275,0.0452,0.0375
10779,04501152,123944.3352,515682.9754,349692.5460,0.2403,0.3544
10779,04501045,23094.8731,515682.9754,590529.4261,0.0448,0.0391
10781,07200307,1304.2164,711865.9400,523679.4256,0.0018,0.0025
10781,07100204,454550.0381,711865.9400,514897.5303,0.6385,0.8828
10781,07100205,1146.7769,711865.9400,317426.7250,0.0016,0.0036
10781,07100103,100752.1539,711865.9400,341874.3023,0.1415,0.2947
10781,07100102,154070.5895,711865.9400,516346.0383,0.2164,0.2984
10783,07100204,11909.9418,635585.0398,514897.5303,0.0187,0.0231
10783,07100205,297623.8179,635585.0398,317426.7250,0.4683,0.9376
10783,07100103,212111.2730,635585.0398,341874.3023,0.3337,0.6204
10783,07100102,4940.8980,635585.0398,516346.0383,0.0078,0.0096
10783,07100206,107278.5647,635585.0398,534488.8145,0.1688,0.2007
10783,02200207,1720.5147,635585.0398,745851.4676,0.0027,0.0023
10785,07100205,12691.9724,3052345.7240,317426.7250,0.0042,0.0400
10785,07100103,19082.5742,3052345.7240,341874.3023,0.0063,0.0558
10785,07100102,19562.6623,3052345.7240,516346.0383,0.0064,0.0379
10785,02200207,234993.9203,3052345.7240,745851.4676,0.0770,0.3151
10785,01100205,1081.7272,3052345.7240,634327.7446,0.0004,0.0017
10785,01100101,38974.1708,3052345.7240,366747.9686,0.0128,0.1063
10785,01100102,1842351.2771,3052345.7240,3917862.2690,0.6036,0.4702
10785,01100104,338340.3384,3052345.7240,338340.3681,0.1108,1.0000
10785,01100103,545010.5209,3052345.7240,546904.5168,0.1786,0.9965
10787,07100103,6404.2336,1438533.1494,341874.3023,0.0045,0.0187
10787,07100102,117250.9208,1438533.1494,516346.0383,0.0815,0.2271
10787,07100101,124126.8473,1438533.1494,620699.3275,0.0863,0.2000
10787,04501042,49753.6081,1438533.1494,603418.5181,0.0346,0.0825
10787,01100101,327773.7978,1438533.1494,366747.9686,0.2279,0.8937
10787,01100102,811315.6004,1438533.1494,3917862.2690,0.5640,0.2071
10787,01100103,1893.9959,1438533.1494,546904.5168,0.0013,0.0035
10789,07100102,4185.6561,445713.0585,516346.0383,0.0094,0.0081
10789,07100101,168391.2876,445713.0585,620699.3275,0.3778,0.2713
10789,04501042,207377.2226,445713.0585,603418.5181,0.4653,0.3437
10789,04501045,65758.8923,445713.0585,590529.4261,0.1475,0.1114
10823,07200409,438795.3420,502634.6939,530324.0652,0.8730,0.8274
10823,07200307,4212.8017,502634.6939,523679.4256,0.0084,0.0080
10823,07100204,37817.7456,502634.6939,514897.5303,0.0752,0.0734
10823,07200411,744.2722,502634.6939,135038.0836,0.0015,0.0055
10823,07200308,20627.5960,502634.6939,626430.0225,0.0410,0.0329
10825,04501153,32754.4306,690982.1987,585827.1731,0.0474,0.0559
10825,07200409,9605.1584,690982.1987,530324.0652,0.0139,0.0181
10825,07200307,183772.9884,690982.1987,523679.4256,0.2660,0.3509
10825,07200308,464773.6778,690982.1987,626430.0225,0.6726,0.7419
10827,07200409,81905.4002,871437.7282,530324.0652,0.0940,0.1544
10827,07200410,250212.9557,871437.7282,250316.6423,0.2871,0.9996
10827,07100206,108977.1389,871437.7282,534488.8145,0.1251,0.2039
10827,07200411,132143.1644,871437.7282,135038.0836,0.1516,0.9786
10827,07300517,13072.7947,871437.7282,636367.6026,0.0150,0.0205
10827,07200308,139520.4605,871437.7282,626430.0225,0.1601,0.2227
10827,07200413,29633.5331,871437.7282,796822.8928,0.0340,0.0372
10827,07300619,75753.5275,871437.7282,2572507.3892,0.0869,0.0294
